Account,Flag,Cleared,Check Number,Date,Payee,Category,Master Category,Sub Category,Memo,Outflow,Inflow,Running Balance
"Discover",,U,,05/31/2018,"Bhindas Curry","Food : Restaurants","Food","Restaurants","Curry PIZZA! and Great Cauliflower dish",$41.31,$0.00,-$4366.31
"Discover",,U,,05/31/2018,"Canyon Sinclair","RV : propane","RV","propane","",$59.35,$0.00,-$4425.66
"Discover",,U,,05/31/2018,"gasoline","Transportation : Gas","Transportation","Gas","Outside capitol reef",$100.00,$0.00,-$4525.66
"Discover",,U,,05/31/2018,"Royals Foodtown","Food : Groceries","Food","Groceries","10 BAG OF PRODUCE!! - LOA UTAH",$172.00,$0.00,-$4697.66
"Discover",,U,,05/31/2018,"THousand Lakes RV","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","(Split 1/2) Check Engine Light",$40.00,$0.00,-$4921.16
"Discover",,U,,05/31/2018,"THousand Lakes RV","RV : Maintenance","RV","Maintenance","(Split 2/2) Propane Regulator",$183.50,$0.00,-$4921.16
"Discover",,U,,06/02/2018,"firewood","RV : Equipment/Supplies","RV","Equipment/Supplies","",$5.98,$0.00,-$4927.14
"Discover",,U,,06/04/2018,"Goblin Valley","RV : Campgrounds","RV","Campgrounds","Good Campsite - GREAT FUN PLAYING in GOBLIN VALLEY",$30.00,$0.00,-$4957.14
"Discover",,U,,06/05/2018,"Desert Dreams","Personal : cloths","Personal","cloths","",$8.68,$0.00,-$4965.82
"Discover",,U,,06/05/2018,"USPS","RV : Equipment/Supplies","RV","Equipment/Supplies","",$13.90,$0.00,-$4979.72
"Discover",,U,,06/05/2018,"Gas","Transportation : Gas","Transportation","Gas","",$27.59,$0.00,-$5007.31
"Discover",,U,,06/05/2018,"Pasta Jays","Food : Restaurants","Food","Restaurants","",$73.92,$0.00,-$5081.23
"Discover",,U,,06/06/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.87,$0.00,-$5083.10
"Discover",,U,,06/06/2018,"Gas","Transportation : Gas","Transportation","Gas","",$18.67,$0.00,-$5101.77
"Discover",,U,,06/06/2018,"wlaker drugs","Personal : nom-prescription medication","Personal","nom-prescription medication","Knee brace",$20.51,$0.00,-$5122.28
"Discover",,U,,06/06/2018,"quesadilla mobilla","Food : Restaurants","Food","Restaurants","FOOD TRUCK good quesadillas",$30.19,$0.00,-$5152.47
"Discover",,U,,06/06/2018,"Moab Giants","Recreation : Entertainment","Recreation","Entertainment","",$34.14,$0.00,-$5186.61
"Discover",,U,,06/06/2018,"city market","Food : Groceries","Food","Groceries","moab",$109.02,$0.00,-$5295.63
"Discover",,U,,06/07/2018,"Transfer : Dcu Checking",,,,"",$0.00,$3124.64,-$2170.99
"Discover",,U,,06/07/2018,"Alzheiimers fund","Charity : Other","Charity","Other","Cliff bike ride",$50.00,$0.00,-$2220.99
"Discover",,U,,06/07/2018,"gasoline","RV : gasoline","RV","gasoline","",$100.00,$0.00,-$2320.99
"Discover",,U,,06/08/2018,"USPS","RV : Equipment/Supplies","RV","Equipment/Supplies","",$6.00,$0.00,-$2326.99
"Discover",,U,,06/08/2018,"Mssa Verde","Recreation : Entertainment","Recreation","Entertainment","cliff dwelling tours",$30.00,$0.00,-$2356.99
"Discover",,U,,06/09/2018,"Wal-mart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$24.38,$0.00,-$2381.37
"Discover",,U,,06/09/2018,"bikes not bombs","Charity : Other","Charity","Other","laura bike ride",$31.50,$0.00,-$2412.87
"Discover",,U,,06/09/2018,"woods & river RV","RV : Campgrounds","RV","Campgrounds","Liked this place on RIO GRANDE",$55.50,$0.00,-$2468.37
"Discover",,U,,06/09/2018,"Montezuma","Food : Restaurants","Food","Restaurants","",$64.61,$0.00,-$2532.98
"Discover",,U,,06/09/2018,"Walmart","RV : Equipment/Supplies","RV","Equipment/Supplies","(Split 1/2) ",$90.00,$0.00,-$2657.93
"Discover",,U,,06/09/2018,"Walmart","Food : Groceries","Food","Groceries","(Split 2/2) ",$34.95,$0.00,-$2657.93
"Discover",,U,,06/10/2018,"Amazon","Personal : Gifts","Personal","Gifts","grammy hummingbirid thing",$20.99,$0.00,-$2678.92
"Discover",,U,,06/10/2018,"Gaosoline","RV : gasoline","RV","gasoline","",$60.70,$0.00,-$2739.62
"Discover",,U,,06/11/2018,"Mi Taquito","Food : Restaurants","Food","Restaurants","",$25.51,$0.00,-$2765.13
"Discover",,U,,06/11/2018,"Gas","Transportation : Gas","Transportation","Gas","",$26.56,$0.00,-$2791.69
"Discover",,U,,06/11/2018,"Charity Gus","Charity : Other","Charity","Other","",$30.00,$0.00,-$2821.69
"Discover",,U,,06/12/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.89,$0.00,-$2823.58
"Discover",,U,,06/13/2018,"dinosuar resource ccenter","Recreation : Entertainment","Recreation","Entertainment","",$19.00,$0.00,-$2842.58
"Discover",,U,,06/13/2018,"Progressive Insurance","RV : Insurance","RV","Insurance","",$1549.00,$0.00,-$4391.58
"Discover",,U,,06/14/2018,"Tocabe","Food : Restaurants","Food","Restaurants","Indian tacos",$32.48,$0.00,-$4424.06
"Discover",,U,,06/14/2018,"safeway","Food : Groceries","Food","Groceries","",$125.00,$0.00,-$4549.06
"Discover",,U,,06/14/2018,"sprouts","Food : Groceries","Food","Groceries","",$195.97,$0.00,-$4745.03
"Discover",,U,,06/15/2018,"Denver Zoo","Recreation : Entertainment","Recreation","Entertainment","",$58.00,$0.00,-$4803.03
"Discover",,U,,06/15/2018,"Wal-mart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$183.42,$0.00,-$4986.45
"Discover",,U,,06/16/2018,"King Soopers","Transportation : Gas","Transportation","Gas","",$25.28,$0.00,-$5011.73
"Discover",,U,,06/17/2018,"Sweet cow","Food : Restaurants","Food","Restaurants","Gift - partial payback for dinner Areeya and Ed",$30.00,$0.00,-$5041.73
"Discover",,U,,06/17/2018,"Audrey Janes","Food : Restaurants","Food","Restaurants","Pizza for Fathers day",$43.24,$0.00,-$5084.97
"Discover",,U,,06/17/2018,"Catherines Landing Hot Springg AR","RV : Campgrounds","RV","Campgrounds","Future campground",$341.77,$0.00,-$5426.74
"Discover",,U,,06/18/2018,"Exxon mobile","RV : gasoline","RV","gasoline","",$100.00,$0.00,-$5526.74
"Discover",,U,,06/18/2018,"United airline","Transportation : Air/train/bus/etc","Transportation","Air/train/bus/etc","Lisa Flight to Boston from Denver",$664.40,$0.00,-$6191.14
"Discover",,U,,06/19/2018,"Rocky MTN SNAK BAR GREENWOOD VILCO","Food : Restaurants","Food","Restaurants","",$6.00,$0.00,-$6197.14
"Discover",,U,,06/19/2018,"Tiny Town Eagle","Transportation : Gas","Transportation","Gas","",$16.33,$0.00,-$6213.47
"Discover",,U,,06/21/2018,"Tiny Town Eagle","Transportation : Gas","Transportation","Gas","",$22.54,$0.00,-$6236.01
"Discover",,U,,06/22/2018,"Exxon mobile","RV : gasoline","RV","gasoline","Disputed Clain",$0.00,$100.00,-$6136.01
"Discover",,U,,06/22/2018,"O'Reilly Auto","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","Headlights",$28.19,$0.00,-$6164.20
"Discover",,U,,06/23/2018,"Limon Stop and Shop","Food : Groceries","Food","Groceries","",$41.61,$0.00,-$6205.81
"Discover",,U,,06/24/2018,"travel shppe 7 Bennett co","Transportation : Gas","Transportation","Gas","",$18.53,$0.00,-$6224.34
"Discover",,U,,06/24/2018,"High Plains Diner","Food : Restaurants","Food","Restaurants","",$32.00,$0.00,-$6256.34
"Discover",,U,,06/24/2018,"Wal-mart","RV : Equipment/Supplies","RV","Equipment/Supplies","(Split 1/2) ",$50.00,$0.00,-$6336.63
"Discover",,U,,06/24/2018,"Wal-mart","Food : Groceries","Food","Groceries","(Split 2/2) ",$30.29,$0.00,-$6336.63
"Discover",,U,,06/26/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.91,$0.00,-$6338.54
"Discover",,U,,06/26/2018,"google storage","business (bob) : computer","Hidden Categories","business (bob) ` computer","",$1.99,$0.00,-$6340.53
"Discover",,U,,06/26/2018,"terrebonne Po' Boy","Food : Restaurants","Food","Restaurants","GOOD po'boys in Lawrence KS",$34.18,$0.00,-$6374.71
"Discover",,U,,06/26/2018,"Loves Travel Stops","Recreation : Vacation","Recreation","Vacation",,$79.24,$0.00,-$6453.95
"Discover",,U,,06/26/2018,"Cheveron","RV : gasoline","RV","gasoline","",$100.00,$0.00,-$6553.95
"Discover",,U,,06/27/2018,"BP Topeka","Transportation : Gas","Transportation","Gas","",$22.87,$0.00,-$6576.82
"Discover",,U,,06/27/2018,"OZ Museum","Recreation : Entertainment","Recreation","Entertainment","WAMEGO KANSAS - SMALL BUT FUN and NOSTALGIC",$25.00,$0.00,-$6601.82
"Discover",,U,,06/28/2018,"Q 39 Kansas city MO","Food : Restaurants","Food","Restaurants","Kansas City BBQ!  - IT DID NOT DISAPPOINT",$78.66,$0.00,-$6680.48
"Discover",,U,,06/28/2018,"Casey's South Pekin KS","RV : gasoline","RV","gasoline","",$123.51,$0.00,-$6803.99
"Discover",,U,,06/29/2018,"Camp Mi Casa on on the Route","RV : Campgrounds","RV","Campgrounds","Great little campground in Carherage MO - NEAR DRIVIN",$20.00,$0.00,-$6823.99
"Discover",,U,,07/01/2018,"Pilot Hot Spring AR","RV : gasoline","RV","gasoline","",$75.03,$0.00,-$6899.02
"Discover",,U,,07/01/2018,"Krogers Hot Springs","Food : Groceries","Food","Groceries","",$212.94,$0.00,-$7111.96
"Discover",,U,,07/02/2018,"Krogers Hot Springs","Food : Groceries","Food","Groceries",,$14.00,$0.00,-$7125.96
"Discover",,U,,07/02/2018,"Family Dollar Hot springs","Personal : Gifts","Personal","Gifts","Greeting Cards",$14.07,$0.00,-$7140.03
"Discover",,U,,07/03/2018,"Chevron Corona","RV : gasoline","RV","gasoline","Disputed BOGUS CHARGE",$100.00,$0.00,-$7240.03
"Discover",,U,,07/04/2018,"shell Hotsprings","Transportation : Gas","Transportation","Gas","",$22.41,$0.00,-$7262.44
"Discover",,U,,07/04/2018,"Krogers","Food : Groceries","Food","Groceries","",$35.45,$0.00,-$7297.89
"Discover",,U,,07/04/2018,"Bubbas Hot Springs","Food : Restaurants","Food","Restaurants","Great Fried Catfish, shrimp and crawfish",$50.00,$0.00,-$7347.89
"Discover",,U,,07/06/2018,"Transfer : Dcu Checking",,,,"",$0.00,$2821.69,-$4526.20
"Discover",,U,,07/07/2018,"Uaf Gardens Fayettevill AR","Recreation : Entertainment","Recreation","Entertainment","Nice Garden - cool glass chapel",$30.00,$0.00,-$4556.20
"Discover",,U,,07/07/2018,"TOm Sawyer West Memphis AR","RV : Campgrounds","RV","Campgrounds","",$35.00,$0.00,-$4591.20
"Discover",,U,,07/07/2018,"Newks Hotsprings Jackons MS","Food : Restaurants","Food","Restaurants","Takeout meal",$53.38,$0.00,-$4644.58
"Discover",,U,,07/07/2018,"Krogers Hot Springs","Food : Groceries","Food","Groceries","",$55.93,$0.00,-$4700.51
"Discover",,U,,07/08/2018,"TOm Sawyer West Memphis AR","RV : Campgrounds","RV","Campgrounds","",$35.00,$0.00,-$4735.51
"Discover",,U,,07/09/2018,"Rock N Soul Memphis TM","Recreation : Entertainment","Recreation","Entertainment","Cool museum - Great Music",$34.50,$0.00,-$4770.01
"Discover",,U,,07/09/2018,"Gus's Chicken Memphis","Food : Restaurants","Food","Restaurants","",$38.19,$0.00,-$4808.20
"Discover",,U,,07/09/2018,"Leukemia Research Fund","Charity : Other","Charity","Other","In Uncle Henry's Honor",$100.00,$0.00,-$4908.20
"Discover",,U,,07/09/2018,"","RV : Hotel","RV","Hotel","(Split 1/2) Ohio",$600.00,$0.00,-$5931.32
"Discover",,U,,07/09/2018,"","Transportation : Air/train/bus/etc","Transportation","Air/train/bus/etc","(Split 2/2) Care Rental Ohio",$423.12,$0.00,-$5931.32
"Discover",,U,,07/19/2018,"gasoline","RV : gasoline","RV","gasoline","",$0.00,$100.00,-$5831.32
"Discover",,U,,07/19/2018,"gasoline","RV : gasoline","RV","gasoline","",$0.00,$100.00,-$5731.32
"Discover",,U,,07/19/2018,"gasoline","RV : gasoline","RV","gasoline","Returned money -CORANA GAS charge",$0.00,$100.00,-$5631.32
"Discover",,U,,07/19/2018,"Premeir Parking","Lisa Business : Parking","Lisa Business","Parking","Memphis parking",$10.00,$0.00,-$5641.32
"Discover",,U,,08/07/2018,"Transfer : Dcu Checking",,,,"",$0.00,$5641.32,$0.00
"Discover",,U,,08/11/2018,"stop & shop","Food : Groceries","Food","Groceries","sandwich",$9.46,$0.00,-$9.46
"Discover",,U,,08/13/2018,"cvs","Personal : nom-prescription medication","Personal","nom-prescription medication","Kniee brace",$21.71,$0.00,-$31.17
"Discover",,U,,08/13/2018,"Cumberland Farms","Transportation : Gas","Transportation","Gas","",$25.42,$0.00,-$56.59
"Discover",,U,,08/13/2018,"stop & shop","Food : Groceries","Food","Groceries","",$109.10,$0.00,-$165.69
"Discover",,U,,08/14/2018,"stop & shop","Food : Groceries","Food","Groceries","Orleans",$2.84,$0.00,-$168.53
"Discover",,U,,08/14/2018,"south dennis mer","Food : Groceries","Food","Groceries","",$8.49,$0.00,-$177.02
"Discover",,U,,08/14/2018,"displute","RV : gasoline","RV","gasoline","reverse reimbursement that that did too many times",$100.00,$0.00,-$277.02
"Discover",,U,,08/15/2018,"dunkin donuts","Food : Restaurants","Food","Restaurants","",$6.29,$0.00,-$283.31
"Discover",,U,,08/15/2018,"Exxon Yarmouth","Transportation : Gas","Transportation","Gas","",$27.21,$0.00,-$310.52
"Discover",,U,,08/15/2018,"Ocean State Joblot","RV : Equipment/Supplies","RV","Equipment/Supplies","",$58.15,$0.00,-$368.67
"Discover",,U,,08/15/2018,"stop & shop","Food : Groceries","Food","Groceries","",$59.02,$0.00,-$427.69
"Discover",,U,,08/15/2018,"Plymouth and Brock","Transportation : Air/train/bus/etc","Transportation","Air/train/bus/etc","Bus oho",$147.00,$0.00,-$574.69
"Discover",,U,,08/16/2018,"Meeting house","Food : Restaurants","Food","Restaurants","sandwiches",$9.99,$0.00,-$584.68
"Discover",,U,,08/16/2018,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$37.49,$0.00,-$622.17
"Discover",,U,,08/16/2018,"Amazon","Personal : Fitness","Personal","Fitness","",$53.14,$0.00,-$675.31
"Discover",,U,,08/16/2018,"stop & shop","Food : Groceries","Food","Groceries","",$91.63,$0.00,-$766.94
"Discover",,U,,08/17/2018,"liquour N more","Food : Groceries","Food","Groceries","beer",$32.97,$0.00,-$799.91
"Discover",,U,,08/17/2018,"Morenas cucina","Food : Restaurants","Food","Restaurants","Stopped on  drive to gloucestor",$35.15,$0.00,-$835.06
"Discover",,U,,08/17/2018,"stop & shop","Food : Groceries","Food","Groceries",,$45.77,$0.00,-$880.83
"Discover",,U,,08/17/2018,"Amazon","Recreation : Entertainment","Recreation","Entertainment","",$82.75,$0.00,-$963.58
"Discover",,U,,08/18/2018,"Shell","Transportation : Gas","Transportation","Gas","wakefield",$25.73,$0.00,-$989.31
"Discover",,U,,08/18/2018,"second glance","Personal : cloths","Personal","cloths","",$29.48,$0.00,-$1018.79
"Discover",,U,,08/18/2018,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$46.95,$0.00,-$1065.74
"Discover",,U,,08/20/2018,"Optimist Cafe","Food : Restaurants","Food","Restaurants","",$32.80,$0.00,-$1098.54
"Discover",,U,,08/20/2018,"Walmart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$34.81,$0.00,-$1133.35
"Discover",,U,,08/21/2018,"Shell s dennis","Transportation : Gas","Transportation","Gas","",$22.11,$0.00,-$1155.46
"Discover",,U,,08/21/2018,"Fishermans view Sandwich","Food : Restaurants","Food","Restaurants","",$40.24,$0.00,-$1195.70
"Discover",,U,,08/21/2018,"Percorino Romanos","Food : Restaurants","Food","Restaurants","Anniversary",$46.25,$0.00,-$1241.95
"Discover",,U,,08/21/2018,"stop & shop","Food : Groceries","Food","Groceries","",$91.71,$0.00,-$1333.66
"Discover",,U,,08/22/2018,"stop & shop","Food : Groceries","Food","Groceries","",$1.98,$0.00,-$1335.64
"Discover",,U,,08/22/2018,"stop & shop","Food : Groceries","Food","Groceries","",$31.72,$0.00,-$1367.36
"Discover",,U,,08/22/2018,"stop & shop","Food : Groceries","Food","Groceries","",$35.39,$0.00,-$1402.75
"Discover",,U,,08/22/2018,"cvs","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$52.81,$0.00,-$1455.56
"Discover",,U,,08/23/2018,"Speedway Bellingham","Transportation : Gas","Transportation","Gas","",$17.32,$0.00,-$1472.88
"Discover",,U,,08/23/2018,"Boston Market","Food : Restaurants","Food","Restaurants","",$30.61,$0.00,-$1503.49
"Discover",,U,,08/24/2018,"Tolls COlorado","RV : Tolls","RV","Tolls","",$26.30,$0.00,-$1529.79
"Discover",,U,,08/24/2018,"QUantoom Radiiolgy","Personal : Doctor, Dentist","Personal","Doctor, Dentist","",$34.00,$0.00,-$1563.79
"Discover",,U,,08/24/2018,"Somtum","Food : Restaurants","Food","Restaurants","Mary Alyssa Karina",$75.40,$0.00,-$1639.19
"Discover",,U,,08/25/2018,"Krogers","Food : Groceries","Food","Groceries","",$3.21,$0.00,-$1642.40
"Discover",,U,,08/25/2018,"Krogers","Food : Groceries","Food","Groceries","Cincinati",$11.98,$0.00,-$1654.38
"Discover",,U,,08/26/2018,"Verril Farm","Food : Groceries","Food","Groceries","Pies for lauras party",$33.95,$0.00,-$1688.33
"Discover",,U,,08/27/2018,"Exxon mobile","Transportation : Gas","Transportation","Gas","West Barnstable",$12.05,$0.00,-$1700.38
"Discover",,U,,08/27/2018,"Alamo","Transportation : Air/train/bus/etc","Transportation","Air/train/bus/etc","Car rentail ohio",$83.30,$0.00,-$1783.68
"Discover",,U,,08/28/2018,"Heritage Theatre","Recreation : Entertainment","Recreation","Entertainment","movie Crazy rich asians",$33.00,$0.00,-$1816.68
"Discover",,U,,08/31/2018,"Dunn Gatherin","Food : Restaurants","Food","Restaurants","Newton ma - IRISH PUB",$63.47,$0.00,-$1880.15
"Discover",,U,,09/01/2018,"Meeting house","Food : Restaurants","Food","Restaurants","Sandwich",$9.99,$0.00,-$1890.14
"Discover",,U,,09/01/2018,"stop & shop","Food : Groceries","Food","Groceries","Sandwich",$44.03,$0.00,-$1934.17
"Discover",,U,,09/02/2018,"Wicked Oysster","Food : Restaurants","Food","Restaurants","Wellfleet - with laura and lamar",$293.00,$0.00,-$2227.17
"Discover",,U,,09/03/2018,"Shell","Transportation : Gas","Transportation","Gas","sandwich",$27.87,$0.00,-$2255.04
"Discover",,U,,09/04/2018,"Sweet Water Forest Campground","RV : Campgrounds","RV","Campgrounds","",$40.00,$0.00,-$2295.04
"Discover",,U,,09/05/2018,"cvs","Personal : nom-prescription medication","Personal","nom-prescription medication","",$8.78,$0.00,-$2303.82
"Discover",,U,,09/05/2018,"savers marlboro","Personal : cloths","Personal","cloths","",$35.11,$0.00,-$2338.93
"Discover",,U,,09/05/2018,"cvs","Personal : nom-prescription medication","Personal","nom-prescription medication","",$53.35,$0.00,-$2392.28
"Discover",,U,,09/06/2018,"all star liquor","Food : Restaurants","Food","Restaurants","Gatorade Newton",$3.98,$0.00,-$2396.26
"Discover",,U,,09/06/2018,"Baza Gourmet","Food : Groceries","Food","Groceries","Russian Grocery in Newton",$23.69,$0.00,-$2419.95
"Discover",,U,,09/06/2018,"pho 89","Food : Restaurants","Food","Restaurants","Pho in Randolph on way back from Newton",$48.87,$0.00,-$2468.82
"Discover",,U,,09/06/2018,"stop & shop","Food : Groceries","Food","Groceries","Sandwich",$147.19,$0.00,-$2616.01
"Discover",,U,,09/07/2018,"Transfer : Dcu Checking",,,,"Overpaid balance?",$0.00,$9.46,-$2606.55
"Discover",,U,,09/08/2018,"Frog Rock","Food : Restaurants","Food","Restaurants","",$7.39,$0.00,-$2613.94
"Discover",,U,,09/08/2018,"Frog Rock","Food : Restaurants","Food","Restaurants","",$30.63,$0.00,-$2644.57
"Discover",,U,,09/08/2018,"Sunoco","RV : gasoline","RV","gasoline","",$100.00,$0.00,-$2744.57
"Discover",,U,,09/10/2018,"Exxon mobile","Transportation : Gas","Transportation","Gas","",$19.39,$0.00,-$2763.96
"Discover",,U,,09/10/2018,"Dumpling House","Food : Restaurants","Food","Restaurants","newton",$34.32,$0.00,-$2798.28
"Discover",,U,,09/11/2018,"WIllimatic Brewing","Food : Restaurants","Food","Restaurants","With neal and ann",$100.52,$0.00,-$2898.80
"Discover",,U,,09/11/2018,"Wal-mart","Food : Groceries","Food","Groceries","",$109.91,$0.00,-$3008.71
"Discover",,U,,09/12/2018,"Exxon mobile","Transportation : Gas","Transportation","Gas","Marlboro",$18.82,$0.00,-$3027.53
"Discover",,U,,09/13/2018,"Mansfield Movie","Recreation : Entertainment","Recreation","Entertainment","",$19.00,$0.00,-$3046.53
"Discover",,U,,09/13/2018,"Peppertree","RV : Campgrounds","RV","Campgrounds","",$600.00,$0.00,-$3646.53
"Discover",,U,,09/14/2018,"SOle propriitor","Food : Restaurants","Food","Restaurants","Worcesto",$21.11,$0.00,-$3667.64
"Discover",,U,,09/15/2018,"Ocean State Joblot","RV : Equipment/Supplies","RV","Equipment/Supplies","",$0.00,$25.43,-$3642.21
"Discover",,U,,09/15/2018,"Ocean State Joblot","Recreation : Alyssa","Recreation","Alyssa","(Split 1/2) ",$60.00,$0.00,-$3751.86
