Account,Flag,Cleared,Check Number,Date,Payee,Category,Master Category,Sub Category,Memo,Outflow,Inflow,Running Balance
"Discover",,U,,02/21/2018,"SKP SAGUARO","RV : Campgrounds","RV","Campgrounds","",$11.16,$0.00,-$5230.43
"Discover",,U,,02/21/2018,"J&L Silver company","Personal : Miscellaneous","Personal","Miscellaneous","KNick Knacks and post cards",$14.76,$0.00,-$5245.19
"Discover",,U,,02/21/2018,"SKP SAGUARO","RV : Campgrounds","RV","Campgrounds","",$43.33,$0.00,-$5288.52
"Discover",,U,,02/22/2018,"Mia CASA","Food : Restaurants","Food","Restaurants","WITH DICK AND SANDIE - nice people 4 years in Kenya and a year in India!!",$62.00,$0.00,-$5350.52
"Discover",,U,,02/23/2018,"Wal-mart","Food : Groceries","Food","Groceries","(Split 1/3) groceries",$44.77,$0.00,-$5445.29
"Discover",,U,,02/23/2018,"Wal-mart","Personal : cloths","Personal","cloths","(Split 2/3) cloths",$15.00,$0.00,-$5445.29
"Discover",,U,,02/23/2018,"Wal-mart","RV : Equipment/Supplies","RV","Equipment/Supplies","(Split 3/3) ",$35.00,$0.00,-$5445.29
"Discover",,U,,02/23/2018,"safeway","Food : Groceries","Food","Groceries","",$108.65,$0.00,-$5553.94
"Discover",,U,,02/24/2018,"","Personal : Gifts","Personal","Gifts","",$47.93,$0.00,-$5601.87
"Discover",,U,,02/25/2018,"SKP SAGUARO","RV : Campgrounds","RV","Campgrounds","",$122.71,$0.00,-$5724.58
"Discover",,U,,02/26/2018,"google storage","business (bob) : computer","Hidden Categories","business (bob) ` computer","",$1.99,$0.00,-$5726.57
"Discover",,U,,02/26/2018,"Old benson Icecrean","Food : Restaurants","Food","Restaurants","",$10.50,$0.00,-$5737.07
"Discover",,U,,02/26/2018,"mini time machine","Recreation : Entertainment","Recreation","Entertainment","Mini museaum Tuscon",$18.00,$0.00,-$5755.07
"Discover",,U,,02/26/2018,"safeway","Food : Groceries","Food","Groceries","",$36.35,$0.00,-$5791.42
"Discover",,U,,02/27/2018,"Shell","Transportation : Gas","Transportation","Gas","",$20.33,$0.00,-$5811.75
"Discover",,U,,02/27/2018,"AAII","Education : Investing","Education","Investing","",$29.00,$0.00,-$5840.75
"Discover",,U,,03/01/2018,"Old benson Icecrean","Food : Restaurants","Food","Restaurants","",$25.90,$0.00,-$5866.65
"Discover",,U,,03/03/2018,"Safeway Benson","Food : Groceries","Food","Groceries","",$30.24,$0.00,-$5896.89
"Discover",,U,,03/03/2018,"chipolte","Food : Restaurants","Food","Restaurants",,$31.79,$0.00,-$5928.68
"Discover",,U,,03/04/2018,"Shell","Transportation : Gas","Transportation","Gas","",$17.05,$0.00,-$5945.73
"Discover",,U,,03/04/2018,"Roadhouse Cinemas","Food : Restaurants","Food","Restaurants","",$28.32,$0.00,-$5974.05
"Discover",,U,,03/04/2018,"Roadhouse Cinemas","Recreation : Entertainment","Recreation","Entertainment","",$43.74,$0.00,-$6017.79
"Discover",,U,,03/04/2018,"safeway","Food : Groceries","Food","Groceries","",$48.44,$0.00,-$6066.23
"Discover",,U,,03/06/2018,"Amerind foundation","Recreation : Entertainment","Recreation","Entertainment","American indian museum",$30.00,$0.00,-$6096.23
"Discover",,U,,03/06/2018,"Walmart","Food : Groceries","Food","Groceries","(Split 1/2) ",$120.00,$0.00,-$6241.78
"Discover",,U,,03/06/2018,"Walmart","RV : Equipment/Supplies","RV","Equipment/Supplies","(Split 2/2) ",$25.55,$0.00,-$6241.78
"Discover",,U,,03/07/2018,"Transfer : Dcu Checking",,,,"",$0.00,$3792.96,-$2448.82
"Discover",,U,,03/07/2018,"SKP SAGUARO","RV : Campgrounds","RV","Campgrounds","",$122.71,$0.00,-$2571.53
"Discover",,U,,03/08/2018,"Monroe crossing","Recreation : Entertainment","Recreation","Entertainment","CD from great bluegrass band we saw at SKP Saguaro",$15.00,$0.00,-$2586.53
"Discover",,U,,03/08/2018,"86 Cafe","Food : Restaurants","Food","Restaurants","Benson CAFE",$25.02,$0.00,-$2611.55
"Discover",,U,,03/10/2018,"Marshall's","Personal : cloths","Personal","cloths","",$8.64,$0.00,-$2620.19
"Discover",,U,,03/10/2018,"Ross Store","Personal : cloths","Personal","cloths","",$12.96,$0.00,-$2633.15
"Discover",,U,,03/10/2018,"Gas","Transportation : Gas","Transportation","Gas","",$21.07,$0.00,-$2654.22
"Discover",,U,,03/10/2018,"Food City","Food : Groceries","Food","Groceries","",$35.12,$0.00,-$2689.34
"Discover",,U,,03/10/2018,"Burkes","Personal : cloths","Personal","cloths","",$44.03,$0.00,-$2733.37
"Discover",,U,,03/11/2018,"Paw Finders Keepers","Recreation : Entertainment","Recreation","Entertainment","",$21.87,$0.00,-$2755.24
"Discover",,U,,03/11/2018,"Arizona Sonara Desert Museum","Recreation : Entertainment","Recreation","Entertainment","",$74.85,$0.00,-$2830.09
"Discover",,U,,03/12/2018,"CKE Bisee","Food : Restaurants","Food","Restaurants","Pizza Bisbee",$15.33,$0.00,-$2845.42
"Discover",,U,,03/13/2018,"Walmart","Food : Groceries","Food","Groceries","",$0.00,$9.46,-$2835.96
"Discover",,U,,03/13/2018,"Wal-mart","Food : Groceries","Food","Groceries","(Split 1/2) groce",$50.00,$0.00,-$2908.42
"Discover",,U,,03/13/2018,"Wal-mart","RV : Equipment/Supplies","RV","Equipment/Supplies","(Split 2/2) ",$22.46,$0.00,-$2908.42
"Discover",,U,,03/13/2018,"Horse shoe cafe Benson","Food : Restaurants","Food","Restaurants","",$83.00,$0.00,-$2991.42
"Discover",,U,,03/14/2018,"Mustang Maddy","Recreation : Entertainment","Recreation","Entertainment","",$40.00,$0.00,-$3031.42
"Discover",,U,,03/14/2018,"Good Sam","RV : clubs","RV","clubs","",$50.00,$0.00,-$3081.42
"Discover",,U,,03/14/2018,"Turbotax","RV : MISC","RV","MISC","",$84.99,$0.00,-$3166.41
"Discover",,U,,03/14/2018,"Good Sam","RV : clubs","RV","clubs","",$119.95,$0.00,-$3286.36
"Discover",,U,,03/15/2018,"Gas","Transportation : Gas","Transportation","Gas","",$20.11,$0.00,-$3306.47
"Discover",,U,,03/15/2018,"safeway","Food : Groceries","Food","Groceries","",$129.94,$0.00,-$3436.41
"Discover",,U,,03/16/2018,"sonic","Food : Restaurants","Food","Restaurants","icecream",$4.19,$0.00,-$3440.60
"Discover",,U,,03/16/2018,"UK eggroll","Food : Restaurants","Food","Restaurants","",$33.18,$0.00,-$3473.78
"Discover",,U,,03/17/2018,"itunes","Recreation : Entertainment","Recreation","Entertainment","",$0.99,$0.00,-$3474.77
"Discover",,U,,03/17/2018,"redbubble","Personal : cloths","Personal","cloths","",$49.83,$0.00,-$3524.60
"Discover",,U,,03/18/2018,"Shell","Transportation : Gas","Transportation","Gas","",$20.13,$0.00,-$3544.73
"Discover",,U,,03/18/2018,"City of mesa","Recreation : Entertainment","Recreation","Entertainment","natural history museum",$32.00,$0.00,-$3576.73
"Discover",,U,,03/18/2018,"frys","Food : Groceries","Food","Groceries","",$34.49,$0.00,-$3611.22
"Discover",,U,,03/18/2018,"Desert Botanical Garden","Recreation : Entertainment","Recreation","Entertainment","",$99.00,$0.00,-$3710.22
"Discover",,U,,03/19/2018,"Payless Shoes","Personal : cloths","Personal","cloths","",$27.16,$0.00,-$3737.38
"Discover",,U,,03/19/2018,"UOFA Admissions","Recreation : Entertainment","Recreation","Entertainment","biosphere",$55.00,$0.00,-$3792.38
"Discover",,U,,03/20/2018,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$23.63,$0.00,-$3816.01
"Discover",,U,,03/20/2018,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$87.33,$0.00,-$3903.34
"Discover",,U,,03/21/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.63,$0.00,-$3904.97
"Discover",,U,,03/21/2018,"Gas","Transportation : Gas","Transportation","Gas","",$18.56,$0.00,-$3923.53
"Discover",,U,,03/21/2018,"frys","Food : Groceries","Food","Groceries","",$125.83,$0.00,-$4049.36
"Discover",,U,,03/21/2018,"DunRoamin","RV : Campgrounds","RV","Campgrounds","FOR AUGUST",$630.00,$0.00,-$4679.36
"Discover",,U,,03/22/2018,"Food City","Food : Groceries","Food","Groceries","",$1.83,$0.00,-$4681.19
"Discover",,U,,03/22/2018,"bealls","Personal : cloths","Personal","cloths","",$8.69,$0.00,-$4689.88
"Discover",,U,,03/22/2018,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$24.99,$0.00,-$4714.87
"Discover",,U,,03/22/2018,"round trip bike","Recreation : Entertainment","Recreation","Entertainment","bike tubes",$25.12,$0.00,-$4739.99
"Discover",,U,,03/22/2018,"shoe dpt encore","Personal : cloths","Personal","cloths","",$54.33,$0.00,-$4794.32
"Discover",,U,,03/24/2018,"SKP SAGUARO","RV : Campgrounds","RV","Campgrounds","",$66.93,$0.00,-$4861.25
"Discover",,U,,03/24/2018,"Pilot","RV : gasoline","RV","gasoline","",$75.00,$0.00,-$4936.25
"Discover",,U,,03/25/2018,"Gas","Transportation : Gas","Transportation","Gas","",$19.25,$0.00,-$4955.50
"Discover",,U,,03/25/2018,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$20.00,$0.00,-$4975.50
"Discover",,U,,03/25/2018,"Roccos Little Italy","Food : Restaurants","Food","Restaurants","Tuscon deep dish",$57.00,$0.00,-$5032.50
"Discover",,U,,03/25/2018,"cvs","Food : Groceries","Food","Groceries","(Split 1/2) ",$20.00,$0.00,-$5138.37
"Discover",,U,,03/25/2018,"cvs","Personal : nom-prescription medication","Personal","nom-prescription medication","(Split 2/2) ",$85.87,$0.00,-$5138.37
"Discover",,U,,03/26/2018,"google storage","business (bob) : computer","Hidden Categories","business (bob) ` computer","",$1.99,$0.00,-$5140.36
"Discover",,U,,03/26/2018,"Turbotax","RV : MISC","RV","MISC","Electronic filing",$24.99,$0.00,-$5165.35
"Discover",,U,,03/27/2018,"Albertsons","Food : Groceries","Food","Groceries","",$78.62,$0.00,-$5243.97
"Discover",,U,,03/27/2018,"lakeside RV Park","RV : Campgrounds","RV","Campgrounds","",$92.20,$0.00,-$5336.17
"Discover",,U,,03/27/2018,"Love's","RV : gasoline","RV","gasoline","",$123.54,$0.00,-$5459.71
"Discover",,U,,03/29/2018,"Shell","Transportation : Gas","Transportation","Gas","",$21.93,$0.00,-$5481.64
"Discover",,U,,03/29/2018,"Jalisco's","Food : Restaurants","Food","Restaurants","Mexicna silver city",$24.00,$0.00,-$5505.64
"Discover",,U,,03/30/2018,"Brewary Truth or consequence","Food : Restaurants","Food","Restaurants","",$6.00,$0.00,-$5511.64
"Discover",,U,,03/30/2018,"Brewary Truth or consequence","Food : Restaurants","Food","Restaurants","",$11.00,$0.00,-$5522.64
"Discover",,U,,03/30/2018,"","Personal : Gifts","Personal","Gifts","postcards",$20.00,$0.00,-$5542.64
"Discover",,U,,03/30/2018,"Riverbend host springs","Recreation : Entertainment","Recreation","Entertainment","",$20.00,$0.00,-$5562.64
"Discover",,U,,03/30/2018,"food truck t or c","Food : Restaurants","Food","Restaurants","",$20.70,$0.00,-$5583.34
"Discover",,U,,03/31/2018,"Elephabte Butte state park","Recreation : Entertainment","Recreation","Entertainment","Met JACK AND DEBBIE BLUEBIRD",$5.00,$0.00,-$5588.34
"Discover",,U,,03/31/2018,"China Casa","Food : Restaurants","Food","Restaurants","",$27.78,$0.00,-$5616.12
"Discover",,U,,04/02/2018,"Gabbys Handmade soap","Personal : nom-prescription medication","Personal","nom-prescription medication","Lisa skin care",$10.75,$0.00,-$5626.87
"Discover",,U,,04/02/2018,"Central Grill and Coff","Food : Restaurants","Food","Restaurants","Breakfast Alburqueque",$18.75,$0.00,-$5645.62
"Discover",,U,,04/03/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$2.15,$0.00,-$5647.77
"Discover",,U,,04/03/2018,"Albuquerque museum","Recreation : Entertainment","Recreation","Entertainment","",$8.00,$0.00,-$5655.77
"Discover",,U,,04/03/2018,"Vick' Vittles","Food : Restaurants","Food","Restaurants","Breakfast Alburqueque - cowboy theme good food",$28.70,$0.00,-$5684.47
"Discover",,U,,04/03/2018,"Sudbury Valley trustees","Charity : Other","Charity","Other","",$41.20,$0.00,-$5725.67
"Discover",,U,,04/03/2018,"Myers RV","RV : Maintenance","RV","Maintenance","Running lights to toad - was just a blown fuse",$83.89,$0.00,-$5809.56
"Discover",,U,,04/03/2018,"Albertsons","Food : Groceries","Food","Groceries","",$96.55,$0.00,-$5906.11
"Discover",,U,,04/03/2018,"Loves  Fresh Pasta","RV : gasoline","RV","gasoline","",$100.00,$0.00,-$6006.11
"Discover",,U,,04/04/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.88,$0.00,-$6007.99
"Discover",,U,,04/04/2018,"amazonprime","RV : MISC","RV","MISC","",$99.00,$0.00,-$6106.99
"Discover",,U,,04/05/2018,"Albuquerque Aquarium","Recreation : Entertainment","Recreation","Entertainment","Bio park with aquarium and cool fantasy garden",$29.00,$0.00,-$6135.99
"Discover",,U,,04/06/2018,"Transfer : Dcu Checking",,,,"",$0.00,$2845.42,-$3290.57
"Discover",,U,,04/06/2018,"Fine Art Gallery Socorro","Personal : Gifts","Personal","Gifts","Where we met guy from MA  - system eng who now owns gallery in socorro",$8.33,$0.00,-$3298.90
"Discover",,U,,04/06/2018,"El Camino","Food : Restaurants","Food","Restaurants","",$21.99,$0.00,-$3320.89
"Discover",,U,,04/06/2018,"Gas","Transportation : Gas","Transportation","Gas","",$22.16,$0.00,-$3343.05
"Discover",,U,,04/06/2018,"casa de Ragals","Personal : Gifts","Personal","Gifts","Socorro place the use to be grocery store - bough T-shirts",$37.60,$0.00,-$3380.65
"Discover",,U,,04/07/2018,"Steves Ice cream","Food : Restaurants","Food","Restaurants","",$9.90,$0.00,-$3390.55
"Discover",,U,,04/08/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.88,$0.00,-$3392.43
"Discover",,U,,04/08/2018,"Taqueria  Alandras","Food : Restaurants","Food","Restaurants","",$16.00,$0.00,-$3408.43
"Discover",,U,,04/08/2018,"Pueblo Cultural Center","Recreation : Entertainment","Recreation","Entertainment","",$17.00,$0.00,-$3425.43
"Discover",,U,,04/08/2018,"High Dsert RV","RV : Campgrounds","RV","Campgrounds","",$45.09,$0.00,-$3470.52
"Discover",,U,,04/08/2018,"Smiths","Food : Groceries","Food","Groceries","",$151.75,$0.00,-$3622.27
"Discover",,U,,04/09/2018,"Santa fe Skies","RV : Campgrounds","RV","Campgrounds","",$144.03,$0.00,-$3766.30
"Discover",,U,,04/10/2018,"laundry","RV : Laundry","RV","Laundry","",$5.00,$0.00,-$3771.30
"Discover",,U,,04/10/2018,"laundry","RV : Laundry","RV","Laundry","",$5.00,$0.00,-$3776.30
"Discover",,U,,04/10/2018,"New Mexico Musume of Santay Fe","Recreation : Entertainment","Recreation","Entertainment","",$12.00,$0.00,-$3788.30
"Discover",,U,,04/10/2018,"Tortilla Flats","Food : Restaurants","Food","Restaurants","",$35.02,$0.00,-$3823.32
"Discover",,U,,04/11/2018,"Georgia O'keefe Museum","Recreation : Entertainment","Recreation","Entertainment","",$0.00,$26.00,-$3797.32
"Discover",,U,,04/11/2018,"parking","Transportation : Parking","Transportation","Parking","",$1.00,$0.00,-$3798.32
"Discover",,U,,04/11/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$2.17,$0.00,-$3800.49
"Discover",,U,,04/11/2018,"Georgia O'keefe Museum","Recreation : Entertainment","Recreation","Entertainment","",$26.00,$0.00,-$3826.49
"Discover",,U,,04/11/2018,"Wal-mart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$50.76,$0.00,-$3877.25
"Discover",,U,,04/11/2018,"Santa fe Skies","RV : Campgrounds","RV","Campgrounds","",$144.03,$0.00,-$4021.28
"Discover",,U,,04/11/2018,"Georgia O'keefe Museum","Recreation : Entertainment","Recreation","Entertainment","",$150.00,$0.00,-$4171.28
"Discover",,U,,04/12/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.90,$0.00,-$4173.18
"Discover",,U,,04/12/2018,"Gas","Transportation : Gas","Transportation","Gas","",$21.57,$0.00,-$4194.75
"Discover",,U,,04/12/2018,"Wal-mart","Food : Groceries","Food","Groceries","",$49.55,$0.00,-$4244.30
"Discover",,U,,04/12/2018,"Mineshaft Tavern","Food : Restaurants","Food","Restaurants","",$78.70,$0.00,-$4323.00
"Discover",,U,,04/14/2018,"Walmart","Food : Groceries","Food","Groceries","",$36.85,$0.00,-$4359.85
"Discover",,U,,04/14/2018,"liquid light glass","Recreation : Entertainment","Recreation","Entertainment","",$140.97,$0.00,-$4500.82
"Discover",,U,,04/15/2018,"laundry","RV : Laundry","RV","Laundry","",$5.00,$0.00,-$4505.82
"Discover",,U,,04/15/2018,"laundry","RV : Laundry","RV","Laundry","",$5.00,$0.00,-$4510.82
"Discover",,U,,04/15/2018,"Gas","Transportation : Gas","Transportation","Gas","",$20.41,$0.00,-$4531.23
"Discover",,U,,04/15/2018,"The Pantry","Food : Restaurants","Food","Restaurants","Breakfast with Dick and Sandy",$30.58,$0.00,-$4561.81
"Discover",,U,,04/16/2018,"gasoline","RV : gasoline","RV","gasoline","",$100.00,$0.00,-$4661.81
"Discover",,U,,04/17/2018,"itunes","Recreation : Entertainment","Recreation","Entertainment","",$0.77,$0.00,-$4662.58
"Discover",,U,,04/17/2018,"Pistachio Tree","Food : Groceries","Food","Groceries","",$5.95,$0.00,-$4668.53
"Discover",,U,,04/17/2018,"Walmart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$12.20,$0.00,-$4680.73
"Discover",,U,,04/17/2018,"Walmart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$30.43,$0.00,-$4711.16
"Discover",,U,,04/18/2018,"Southwest Airlines","Transportation : Air/train/bus/etc","Transportation","Air/train/bus/etc","Alyssa Flight Back",$130.81,$0.00,-$4841.97
"Discover",,U,,04/19/2018,"carlsbad caverns","Personal : Gifts","Personal","Gifts","Postcards",$8.97,$0.00,-$4850.94
"Discover",,U,,04/19/2018,"White City NM","Personal : cloths","Personal","cloths","",$10.59,$0.00,-$4861.53
"Discover",,U,,04/19/2018,"Gas","Transportation : Gas","Transportation","Gas","",$16.21,$0.00,-$4877.74
"Discover",,U,,04/19/2018,"Albertsons","Food : Groceries","Food","Groceries","",$38.34,$0.00,-$4916.08
"Discover",,U,,04/19/2018,"Amazon","Personal : Miscellaneous","Personal","Miscellaneous","ALyssa ?",$44.01,$0.00,-$4960.09
"Discover",,U,,04/20/2018,"Gas","Transportation : Gas","Transportation","Gas","",$11.59,$0.00,-$4971.68
"Discover",,U,,04/20/2018,"Wal-mart","Food : Groceries","Food","Groceries","",$47.19,$0.00,-$5018.87
"Discover",,U,,04/20/2018,"redbubble","Personal : cloths","Personal","cloths","",$124.12,$0.00,-$5142.99
"Discover",,U,,04/20/2018,"Myers RV","RV : Maintenance","RV","Maintenance","",$158.03,$0.00,-$5301.02
"Discover",,U,,04/21/2018,"Albertsons","Food : Groceries","Food","Groceries","",$19.87,$0.00,-$5320.89
"Discover",,U,,04/22/2018,"drive in","Recreation : Entertainment","Recreation","Entertainment","",$10.00,$0.00,-$5330.89
"Discover",,U,,04/22/2018,"rvtripwiz","RV : Equipment/Supplies","RV","Equipment/Supplies","",$39.00,$0.00,-$5369.89
"Discover",,U,,04/23/2018,"USPS","RV : Equipment/Supplies","RV","Equipment/Supplies","stamps",$14.20,$0.00,-$5384.09
"Discover",,U,,04/23/2018,"Gas","Transportation : Gas","Transportation","Gas","",$23.42,$0.00,-$5407.51
"Discover",,U,,04/24/2018,"shutter fly","Personal : Miscellaneous","Personal","Miscellaneous","",$19.96,$0.00,-$5427.47
"Discover",,U,,04/25/2018,"dvd express","Recreation : Entertainment","Recreation","Entertainment","",$1.61,$0.00,-$5429.08
"Discover",,U,,04/25/2018,"Albertsons","Food : Groceries","Food","Groceries","",$90.25,$0.00,-$5519.33
"Discover",,U,,04/26/2018,"google storage","business (bob) : computer","Hidden Categories","business (bob) ` computer","",$1.99,$0.00,-$5521.32
"Discover",,U,,04/26/2018,"walgreens","Personal : nom-prescription medication","Personal","nom-prescription medication","",$15.61,$0.00,-$5536.93
"Discover",,U,,04/28/2018,"gasoline","RV : gasoline","RV","gasoline","",$95.00,$0.00,-$5631.93
"Discover",,U,,04/28/2018,"Santa fe Skies","RV : Campgrounds","RV","Campgrounds","",$288.00,$0.00,-$5919.93
"Discover",,U,,04/29/2018,"laundry","RV : Laundry","RV","Laundry","",$4.50,$0.00,-$5924.43
"Discover",,U,,04/29/2018,"laundry","RV : Laundry","RV","Laundry","",$5.00,$0.00,-$5929.43
"Discover",,U,,04/29/2018,"laundry","RV : Laundry","RV","Laundry","",$5.00,$0.00,-$5934.43
"Discover",,U,,04/29/2018,"sprouts","Food : Groceries","Food","Groceries","",$161.31,$0.00,-$6095.74
"Discover",,U,,04/30/2018,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","",$22.99,$0.00,-$6118.73
"Discover",,U,,05/01/2018,"redbox","Recreation : Entertainment","Recreation","Entertainment","",$1.90,$0.00,-$6120.63
"Discover",,U,,05/01/2018,"carwasg","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","Car wasg",$13.00,$0.00,-$6133.63
"Discover",,U,,05/01/2018,"Gas","Transportation : Gas","Transportation","Gas","",$19.78,$0.00,-$6153.41
"Discover",,U,,05/01/2018,"Wal-mart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$20.00,$0.00,-$6173.41
"Discover",,U,,05/01/2018,"cafe castro","Food : Restaurants","Food","Restaurants","",$27.00,$0.00,-$6200.41
"Discover",,U,,05/01/2018,"Amazon","Recreation : Entertainment","Recreation","Entertainment","(Split 1/2) ",$76.00,$0.00,-$6476.74
"Discover",,U,,05/01/2018,"Amazon","RV : Equipment/Supplies","RV","Equipment/Supplies","(Split 2/2) ",$200.33,$0.00,-$6476.74
"Discover",,U,,05/03/2018,"parking","Transportation : Parking","Transportation","Parking","",$2.00,$0.00,-$6478.74
"Discover",,U,,05/03/2018,"meow wolf","Recreation : Entertainment","Recreation","Entertainment","",$82.33,$0.00,-$6561.07
"Discover",,U,,05/04/2018,"Santa fe Skies","RV : Laundry","RV","Laundry","",$2.00,$0.00,-$6563.07
"Discover",,U,,05/04/2018,"Santa fe Skies","RV : Laundry","RV","Laundry","",$7.00,$0.00,-$6570.07
"Discover",,U,,05/04/2018,"Gas","Transportation : Gas","Transportation","Gas","",$13.73,$0.00,-$6583.80
"Discover",,U,,05/04/2018,"sprouts","Food : Groceries","Food","Groceries","",$77.62,$0.00,-$6661.42
"Discover",,U,,05/04/2018,"Fort Tuthill","RV : Campgrounds","RV","Campgrounds","County Park near Flagstaff",$166.00,$0.00,-$6827.42
"Discover",,U,,05/05/2018,"gasoline","RV : gasoline","RV","gasoline","",$100.00,$0.00,-$6927.42
"Discover",,U,,05/06/2018,"Transfer : Dcu Checking",,,,"",$0.00,$4120.52,-$2806.90
"Discover",,U,,05/07/2018,"frys","Food : Groceries","Food","Groceries","",$6.48,$0.00,-$2813.38
"Discover",,U,,05/07/2018,"UPS","RV : Equipment/Supplies","RV","Equipment/Supplies","stamps",$7.00,$0.00,-$2820.38
"Discover",,U,,05/07/2018,"Flagstaff Farmers Market","Food : Groceries","Food","Groceries","",$10.86,$0.00,-$2831.24
"Discover",,U,,05/07/2018,"gasoline","RV : gasoline","RV","gasoline","",$50.30,$0.00,-$2881.54
"Discover",,U,,05/07/2018,"frys","Food : Groceries","Food","Groceries","",$125.55,$0.00,-$3007.09
"Discover",,U,,05/09/2018,"UPS","RV : Equipment/Supplies","RV","Equipment/Supplies","",$12.00,$0.00,-$3019.09
"Discover",,U,,05/10/2018,"laundry","RV : Laundry","RV","Laundry","",$7.00,$0.00,-$3026.09
"Discover",,U,,05/10/2018,"Macy's European coffe","Food : Restaurants","Food","Restaurants","ASK LISA",$11.60,$0.00,-$3037.69
"Discover",,U,,05/10/2018,"Gas","Transportation : Gas","Transportation","Gas","",$23.82,$0.00,-$3061.51
"Discover",,U,,05/10/2018,"Blossoms Dennis","Personal : Gifts","Personal","Gifts","Mothers day",$63.13,$0.00,-$3124.64
"Discover",,U,,05/13/2018,"Violas Flowers","RV : Equipment/Supplies","RV","Equipment/Supplies","Flowers for mothers day",$9.62,$0.00,-$3134.26
"Discover",,U,,05/13/2018,"Red Curry","Food : Restaurants","Food","Restaurants","Mother's day dinner - Really good Vegan Restaurant",$51.61,$0.00,-$3185.87
"Discover",,U,,05/14/2018,"Gaosoline","RV : gasoline","RV","gasoline","",$75.00,$0.00,-$3260.87
"Discover",,U,,05/15/2018,"Grand Canyon Store","Food : Restaurants","Food","Restaurants","",$7.60,$0.00,-$3268.47
"Discover",,U,,05/15/2018,"Chevron","Transportation : Gas","Transportation","Gas","",$31.22,$0.00,-$3299.69
"Discover",,U,,05/16/2018,"shutter fly","Personal : Gifts","Personal","Gifts","",$13.20,$0.00,-$3312.89
"Discover",,U,,05/16/2018,"Maswik cafe","Food : Restaurants","Food","Restaurants","",$23.25,$0.00,-$3336.14
"Discover",,U,,05/16/2018,"South rim general store","Food : Groceries","Food","Groceries","",$29.51,$0.00,-$3365.65
"Discover",,U,,05/17/2018,"Micheals","Recreation : Entertainment","Recreation","Entertainment","",$4.35,$0.00,-$3370.00
"Discover",,U,,05/17/2018,"bookmans","Recreation : Entertainment","Recreation","Entertainment","",$4.36,$0.00,-$3374.36
"Discover",,U,,05/17/2018,"Gas","Transportation : Gas","Transportation","Gas","",$12.95,$0.00,-$3387.31
"Discover",,U,,05/17/2018,"Nomads","Food : Restaurants","Food","Restaurants","",$63.82,$0.00,-$3451.13
"Discover",,U,,05/17/2018,"cvs","Personal : Prescriptions, Medicine","Personal","Prescriptions, Medicine","",$70.67,$0.00,-$3521.80
"Discover",,U,,05/17/2018,"sprouts","Food : Groceries","Food","Groceries","",$118.72,$0.00,-$3640.52
"Discover",,U,,05/18/2018,"gasoline","RV : gasoline","RV","gasoline","",$75.00,$0.00,-$3715.52
"Discover",,U,,05/20/2018,"navejo bridge","RV : Equipment/Supplies","RV","Equipment/Supplies","ask lisa",$16.00,$0.00,-$3731.52
"Discover",,U,,05/20/2018,"Walmart","RV : Equipment/Supplies","RV","Equipment/Supplies","",$54.31,$0.00,-$3785.83
"Discover",,U,,05/20/2018,"safeway","Food : Groceries","Food","Groceries","",$129.69,$0.00,-$3915.52
"Discover",,U,,05/21/2018,"thunderbird","RV : Campgrounds","RV","Campgrounds","Mount Carmel Junction outside of zion",$140.65,$0.00,-$4056.17
"Discover",,U,,05/23/2018,"zion mountain Ranch","Recreation : Entertainment","Recreation","Entertainment","ask lisa",$24.78,$0.00,-$4080.95
"Discover",,U,,05/25/2018,"Bit and spur","Food : Restaurants","Food","Restaurants","Verify amount",$62.15,$0.00,-$4143.10
"Discover",,U,,05/26/2018,"google storage","business (bob) : computer","Hidden Categories","business (bob) ` computer","",$1.99,$0.00,-$4145.09
"Discover",,U,,05/26/2018,"Ruby general store","Food : Groceries","Food","Groceries","",$34.41,$0.00,-$4179.50
"Discover",,U,,05/26/2018,"Chevron","RV : gasoline","RV","gasoline","mount carmel",$100.00,$0.00,-$4279.50
"Discover",,U,,05/27/2018,"gas Sinclair","Transportation : Gas","Transportation","Gas","",$29.34,$0.00,-$4308.84
"Discover",,U,,05/29/2018,"Ruby's general store","Food : Groceries","Food","Groceries","",$8.62,$0.00,-$4317.46
"Discover",,U,,05/30/2018,"Ruby Falls","Food : Groceries","Food","Groceries","",$7.54,$0.00,-$4325.00
